,Unnamed: 0,№ брони,Номеров,Стоимость,Внесена предоплата,Способ оплаты,Дата бронирования,Заезд,Ночей,Выезд,Источник,Категория номера,Гостей,Гостиница,Разница до заезда (дни),Продолжительность пребывания (дни)
117,117,20230927-6634-226971265,1,34200.0,17100,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-09-26 09:25:51,2023-09-27 15:00:00,2,2023-09-29 12:00:00,Программа лояльности,Апартаменты с 2 спальнями с отдельным входом,4,1,1,1
118,118,20220729-6634-144126728,1,9000.0,9000,Банк. карта: Банк Россия (банк. карта),2022-06-16 18:36:28,2022-07-29 15:00:00,1,2022-07-30 12:00:00,Официальный сайт,Номер «Стандарт»,1,1,42,0
119,119,20231202-7492-237226798,1,8600.0,8600,Банк. карта: Банк Россия (банк. карта),2023-11-18 18:02:06,2023-12-02 15:00:00,1,2023-12-03 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,13,0
120,120,20230715-7491-207419201,1,14400.0,14400,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-06-27 08:54:32,2023-07-15 15:00:00,1,2023-07-16 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,18,0
121,121,20230619-7492-201920692,1,14800.0,14800,Внешняя система оплаты (С предоплатой),2023-05-30 16:22:50,2023-06-19 15:00:00,1,2023-06-20 12:00:00,Яндекс.Путешествия,Номер «Стандарт»,2,2,19,0
122,122,20231007-7492-227269493,1,21660.0,21660,Банк. карта: Банк Россия (банк. карта),2023-09-27 15:48:38,2023-10-07 15:00:00,1,2023-10-08 12:00:00,Программа лояльности,Номер «Студия»,3,2,9,0
123,123,20220308-6634-125484247,1,43500.0,43500,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-02-19 13:29:17,2022-03-08 15:00:00,3,2022-03-11 12:00:00,Официальный сайт,Номер «Люкс»,2,1,17,2
124,124,20220528-7492-137530408,2,26600.0,26600,Банк. карта: Банк Россия (банк. карта),2022-05-08 11:37:50,2022-05-28 15:00:00,1,2022-05-29 12:00:00,Официальный сайт,Номер «Стандарт»,3,2,20,0
125,125,20220914-6634-161099250,1,7100.0,7100,Банк. карта: Банк Россия (банк. карта),2022-09-09 18:45:44,2022-09-21 15:00:00,1,2022-09-22 12:00:00,Официальный сайт,Номер «Стандарт»,1,1,11,0
126,126,20230918-7491-219320403,2,17100.0,17100,Банк. карта: Банк Россия (банк. карта),2023-08-18 18:27:30,2023-09-18 15:00:00,2,2023-09-20 12:00:00,Официальный сайт,Номер «Стандарт»,4,3,30,1
127,127,20230415-6634-191767205,1,13100.0,13100,Банк. карта: Банк Россия (банк. карта),2023-04-03 21:53:19,2023-04-15 15:00:00,1,2023-04-16 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,11,0
128,128,20220830-7491-155132799,1,27400.0,27400,Банк. карта: Банк Россия (банк. карта),2022-08-10 17:52:46,2022-08-30 15:00:00,2,2022-09-01 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,19,1
129,129,20220529-7491-130698127,1,7900.0,7900,Банк. карта: Банк Россия (банк. карта),2022-03-29 12:14:39,2022-05-29 15:00:00,1,2022-05-30 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,61,0
130,130,20220603-6634-137851945,1,18600.0,9300,Отложенная электронная оплата: Банк Россия (банк. карта),2022-05-11 10:09:21,2022-06-03 15:00:00,2,2022-06-05 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,23,1
131,131,20221102-7492-168944214,1,34800.0,16500,Банк. карта: Банк Россия (банк. карта),2022-10-31 22:36:27,2022-11-02 15:00:00,2,2022-11-04 12:00:00,Официальный сайт,Номер «Студия»,1,2,1,1
132,132,20230810-16563-210042526,1,31700.0,31700,Банк. карта: Эквайринг ComfortBooking (Банк. карта),2023-07-08 22:00:11,2023-08-10 15:00:00,1,2023-08-11 12:00:00,Официальный сайт,Номер «Студия»,3,4,32,0
133,133,20230615-6634-202347462,1,121230.0,40410,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-06-01 18:26:08,2023-06-15 15:00:00,3,2023-06-18 12:00:00,Программа лояльности,Коттедж с 3 спальнями,4,1,13,2
134,134,20230216-7492-178860997,1,49400.0,0,Внешняя система оплаты (С предоплатой),2023-01-13 21:16:07,2023-02-16 15:00:00,4,2023-02-20 12:00:00,ostrovok.ru,Номер «Студия»,1,2,33,3
135,135,20230806-6634-215713213,1,14100.0,14100,Банк. карта: Банк Россия (банк. карта),2023-08-02 20:43:33,2023-08-06 15:00:00,1,2023-08-07 12:00:00,Официальный сайт,Номер «Стандарт»,3,1,3,0
136,136,20220826-7492-151231930,1,88800.0,23200,Банк. карта: Банк Россия (банк. карта),2022-07-22 11:41:20,2022-08-26 15:00:00,4,2022-08-30 12:00:00,Официальный сайт,Номер «Студия»,4,2,35,3
137,137,20220806-16563-154325119,1,38000.0,38000,Внешняя система оплаты,2022-08-06 17:38:20,2022-08-06 15:00:00,2,2022-08-08 12:00:00,Яндекс.Путешествия,Номер «Студия»,3,4,-1,1
138,138,20220224-6634-124174820,1,8500.0,8500,Отложенная электронная оплата: Банк Россия (банк. карта),2022-02-09 15:12:32,2022-02-24 15:00:00,1,2022-02-25 12:00:00,Официальный сайт,Номер «Стандарт»,1,1,14,0
139,139,20230921-7491-219856686,4,75700.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2023-08-21 15:01:02,2023-09-21 15:00:00,2,2023-09-23 12:00:00,Официальный сайт,Номер «Стандарт»,5,3,30,1
140,140,20231028-16563-232191338,1,38000.0,19000,Банк. карта: Банк Россия (банк. карта),2023-10-23 11:15:20,2023-10-28 15:00:00,2,2023-10-30 12:00:00,Официальный сайт,Номер «Студия»,2,4,5,1
141,141,20231008-7492-229389507,1,8400.0,8400,Внешняя система оплаты (С предоплатой),2023-10-08 14:29:03,2023-10-08 15:00:00,1,2023-10-09 12:00:00,Яндекс.Путешествия,Номер «Стандарт»,1,2,0,0
142,142,20220913-16563-149903859,1,84400.0,14300,Банк. карта: Банк Россия (банк. карта),2022-07-15 22:07:17,2022-09-13 15:00:00,6,2022-09-19 12:00:00,Официальный сайт,Номер «Студия»,2,4,59,5
143,143,20230127-7491-180289617,1,10200.0,10200,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-01-23 14:40:34,2023-01-27 15:00:00,1,2023-01-28 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,4,0
144,144,20220205-7492-123635984,1,19570.0,19570,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-02-05 01:28:51,2022-02-05 15:00:00,2,2022-02-07 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,0,1
145,145,20220225-7491-123825811,1,11100.0,11100,Банк. карта: Банк Россия (банк. карта),2022-02-06 21:24:33,2022-02-25 15:00:00,1,2022-02-26 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,18,0
146,146,20221013-7491-165588765,1,8700.0,0,При заселении,2022-10-08 20:57:58,2022-10-13 15:00:00,1,2022-10-14 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,4,0
147,147,20230814-7491-212923610,2,57600.0,28800,Отложенная электронная оплата: Банк Россия (банк. карта),2023-07-21 12:40:54,2023-08-14 15:00:00,2,2023-08-16 12:00:00,Бронирование из экстранета,Номер «Стандарт»,4,3,24,1
148,148,20230916-6634-223963046,1,11500.0,0,При заселении,2023-09-11 11:22:54,2023-09-16 15:00:00,1,2023-09-17 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,5,0
149,149,20230104-6634-162439423,1,214200.0,214200,Банк. карта: Банк Россия (банк. карта),2022-09-17 10:10:35,2023-01-04 16:00:00,4,2023-01-08 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,4,1,109,3
150,150,20231021-6634-231866934,1,14400.0,14400,Внешняя система оплаты (С предоплатой),2023-10-21 10:18:15,2023-10-21 15:00:00,1,2023-10-22 12:00:00,Яндекс.Путешествия,Апартаменты с 2 спальнями с отдельным входом,3,1,0,0
151,151,20221021-7492-165802032,1,68510.0,13770,Банк. карта: Банк Россия (банк. карта),2022-10-10 15:36:17,2022-10-21 15:00:00,6,2022-10-27 12:00:00,Официальный сайт,Номер «Студия»,2,2,10,5
152,152,20231108-7492-234918740,1,6900.0,6900,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-11-06 15:55:15,2023-11-08 15:00:00,1,2023-11-09 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,1,0
153,153,20221217-6634-170959095,1,37200.0,22200,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2022-11-14 15:55:12,2022-12-17 15:00:00,2,2022-12-19 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,4,1,32,1
154,154,20220204-16563-122846344,1,32400.0,32400,Отложенная электронная оплата: Банк Россия (банк. карта),2022-01-29 13:28:11,2022-02-04 15:00:00,2,2022-02-06 12:00:00,Бронирование из экстранета,Номер «Студия»,3,4,6,1
155,155,20240103-7492-227472516,1,38870.0,38870,Банк. карта: Банк Россия (банк. карта),2023-09-28 15:25:39,2024-01-03 15:00:00,3,2024-01-06 12:00:00,Программа лояльности,Номер «Стандарт»,2,2,96,2
156,156,20220925-16563-160163340,1,88500.0,17700,Банк. карта: Банк Россия (банк. карта),2022-09-05 16:00:28,2022-09-25 15:00:00,5,2022-09-30 12:00:00,Официальный сайт,Номер «Студия»,1,4,19,4
157,157,20231221-7491-240961168,1,10700.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2023-12-10 09:23:00,2023-12-21 15:00:00,1,2023-12-22 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,11,0
158,158,20230916-6634-224545926,1,10900.0,0,При заселении,2023-09-13 22:48:12,2023-09-16 15:00:00,1,2023-09-17 12:00:00,Официальный сайт,Номер «Стандарт»,3,1,2,0
159,159,20220815-7492-129295046,2,99200.0,15400,Отложенная электронная оплата: Банк Россия (банк. карта),2022-03-20 19:18:20,2022-08-15 15:00:00,6,2022-08-21 12:00:00,Официальный сайт,Номер «Стандарт»,4,2,147,5
160,160,20230629-16563-189676869,1,108800.0,19600,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-03-22 17:36:56,2023-06-29 15:00:00,5,2023-07-04 12:00:00,Официальный сайт,Номер «Студия»,2,4,98,4
161,161,20231122-6634-234664064,1,8700.0,8700,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-11-04 20:28:07,2023-11-22 15:00:00,1,2023-11-23 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,4,1,17,0
162,162,20220625-6634-145065689,2,20800.0,20800,Банк. карта: Банк Россия (банк. карта),2022-06-21 17:52:27,2022-06-25 15:00:00,1,2022-06-26 12:00:00,Официальный сайт,"1. Номер «Стандарт»
2. Номер «Стандарт»",4,1,3,0
163,163,20220712-7492-145294205,1,63500.0,12700,Банк. карта: Банк Россия (банк. карта),2022-06-22 19:21:36,2022-07-12 15:00:00,5,2022-07-17 12:00:00,Официальный сайт,Номер «Стандарт»,1,2,19,4
164,164,20220616-7491-143279129,1,54800.0,13700,Банк. карта: Банк Россия (банк. карта),2022-06-12 10:49:23,2022-06-16 15:00:00,4,2022-06-20 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,4,3
165,165,20220319-6634-128936778,1,13900.0,0,Внешняя система оплаты,2022-03-18 12:28:40,2022-03-19 15:00:00,1,2022-03-20 12:00:00,Яндекс.Путешествия,Номер «Стандарт»,2,1,1,0
166,166,20231117-7492-230345366,1,19000.0,0,Внешняя система оплаты,2023-10-13 11:16:18,2023-11-17 15:00:00,2,2023-11-19 12:00:00,Яндекс.Путешествия,Номер «Стандарт»,2,2,35,1
167,167,20220226-6634-123709944,1,11430.0,0,Гарантия банковской картой,2022-02-05 18:40:25,2022-02-26 15:00:00,1,2022-02-27 12:00:00,booking.com (Booking.com),Номер «Стандарт»,1,1,20,0
168,168,20231220-6634-240239245,1,13870.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2023-12-05 18:39:50,2023-12-20 15:00:00,2,2023-12-22 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,14,1
